ML_USE,GCS_FILE_PATH,LABEL,X_MIN,Y_MIN,X_MAX,Y_MIN,X_MAX,Y_MAX,X_MIN,Y_MAX
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_16,0.3578125,0.3796875,,,0.4390625,0.4486328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_15,0.7078125,0.365625,,,0.7934078125,0.4465328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_41,0.1359375,0.4953125,,,0.2064453125,0.5658203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_52,0.2234375,0.496875,,,0.3017578125,0.56274375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_42,0.4015625,0.4953125,,,0.47334062499999996,0.5655281249999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_45,0.4875,0.4953125,,,0.5640140625,0.565625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_17,0.565625,0.4921875,,,0.642090625,0.5657234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_18,0.64375,0.4953125,,,0.7251953125,0.55810625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_20,0.725,0.496875,,,0.796875,0.5625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_19,0.796875,0.49375,,,0.86904375,0.5611328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_24,0.353125,0.6140625,,,0.4279296875,0.6890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_27,0.465625,0.6171875,,,0.529834375,0.6861328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_25,0.56875,0.6140625,,,0.637353125,0.6841796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_29,0.6234375,0.73125,,,0.6921875,0.8059578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_23,0.7296875,0.7328125,,,0.8062984375,0.80336875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_22,0.140625,0.6125,,,0.21059531250000002,0.6874515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_40,0.2953125,0.859375,,,0.393653125,0.9313484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_39,0.40625,0.8578125,,,0.496875,0.9310546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_38,0.51875,0.8640625,,,0.5966796875,0.9205078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_37,0.621875,0.8609375,,,0.70625,0.9236328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.b365a25232e768c0cab2d789c871e3d3.jpg,ER_36,0.196875,0.8640625,,,0.2765625,0.9216796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/Screen-Shot-2022-10-22-at-3-19-23-pm_png.rf.c49f9d2d847301566d25949995114073.jpg,hand_wash,0.24375,0.49375,,,0.3640625,0.615625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/Screen-Shot-2022-10-22-at-3-19-23-pm_png.rf.c49f9d2d847301566d25949995114073.jpg,DN_tumble_dry,0.38125,0.5078125,,,0.496875,0.61796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/Screen-Shot-2022-10-22-at-3-19-23-pm_png.rf.c49f9d2d847301566d25949995114073.jpg,DN_iron,0.509375,0.509375,,,0.621875,0.60625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/Screen-Shot-2022-10-22-at-3-19-23-pm_png.rf.c49f9d2d847301566d25949995114073.jpg,DN_wring,0.6328125,0.5046875,,,0.75234375,0.6,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033517700_jpg.rf.c93cf75935421bc0f1d3ffd57f635d85.jpg,40C,0.3390625,0.465625,,,0.3965828125,0.5140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033517700_jpg.rf.c93cf75935421bc0f1d3ffd57f635d85.jpg,DN_bleach,0.3953125,0.4703125,,,0.445215625,0.5091796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033517700_jpg.rf.c93cf75935421bc0f1d3ffd57f635d85.jpg,DN_tumble_dry,0.446875,0.465625,,,0.4919921875,0.5032234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033517700_jpg.rf.c93cf75935421bc0f1d3ffd57f635d85.jpg,iron_low,0.496875,0.4640625,,,0.55029375,0.5043453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_033517700_jpg.rf.c93cf75935421bc0f1d3ffd57f635d85.jpg,dry_clean_any_solvent_except_trichloroethylene,0.5515625,0.4703125,,,0.5966796875,0.5019046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_3,0.3375,0.6171875,,,0.40546875,0.66640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_18,0.4046875,0.6171875,,,0.46484375,0.66875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_27,0.4640625,0.615625,,,0.5296875,0.6671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_37,0.528125,0.6203125,,,0.59375,0.66328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_52,0.59375,0.621875,,,0.6578125,0.665625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,KR_5,0.340625,0.6703125,,,0.3890625,0.71953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,KR_13,0.4,0.6734375,,,0.4609375,0.72265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,KR_26,0.4625,0.675,,,0.52734375,0.71875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,KR_32,0.5296875,0.6734375,,,0.58828125,0.721875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,KR_19,0.5890625,0.675,,,0.65703125,0.721875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_21,0.3890625,0.7234375,,,0.4609375,0.7734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_27,0.4609375,0.7265625,,,0.52734375,0.77734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_37,0.5234375,0.7296875,,,0.58359375,0.77890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.c4a147f4ec34b99946af7a9a062dc70b.jpg,ER_52,0.5796875,0.7265625,,,0.6546875,0.77734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/79_jpg.rf.c538035d5908a27f221aa2789cdb48ad.jpg,DN_bleach,0.4078125,0.56875,,,0.4482421875,0.6062984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/79_jpg.rf.c538035d5908a27f221aa2789cdb48ad.jpg,DN_tumble_dry,0.45,0.559375,,,0.492334375,0.6047359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/79_jpg.rf.c538035d5908a27f221aa2789cdb48ad.jpg,iron_low,0.5015625,0.5546875,,,0.5560546875,0.601465625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/79_jpg.rf.c538035d5908a27f221aa2789cdb48ad.jpg,DN_dry_clean,0.5640625,0.5578125,,,0.6125,0.6000984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1092065154-612x612_jpeg.rf.ce1f97922d0672e63eb0f9215b687581.jpg,hand_wash,0.2640625,0.4625,,,0.413965625,0.5673828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1092065154-612x612_jpeg.rf.ce1f97922d0672e63eb0f9215b687581.jpg,dry_clean_any_solvent_except_trichloroethylene,0.4453125,0.4703125,,,0.568896875,0.5606453124999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1092065154-612x612_jpeg.rf.ce1f97922d0672e63eb0f9215b687581.jpg,DN_bleach,0.23125,0.565625,,,0.3484859375,0.6657234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1092065154-612x612_jpeg.rf.ce1f97922d0672e63eb0f9215b687581.jpg,dry_flat,0.3703125,0.578125,,,0.4873046875,0.6671390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1092065154-612x612_jpeg.rf.ce1f97922d0672e63eb0f9215b687581.jpg,iron_low,0.5171875,0.5828125,,,0.6297359375,0.6642578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.cd1c0fa17404398b1bed5a35df501013.jpg,non_chlorine_bleach,0.4875,0.58125,,,0.55029375,0.6345703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.cd1c0fa17404398b1bed5a35df501013.jpg,tumble_dry_low,0.5796875,0.5828125,,,0.6597171875,0.6360359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.cd1c0fa17404398b1bed5a35df501013.jpg,iron_medium,0.6765625,0.578125,,,0.7641109375,0.6327640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_5,0.0921875,0.378125,,,0.171875,0.4453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_6,0.18125,0.38125,,,0.26171875,0.45390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_7,0.2734375,0.3796875,,,0.35078125,0.45625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_16,0.359375,0.38125,,,0.4390625,0.4484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_15,0.7109375,0.36875,,,0.79140625,0.44453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_41,0.1390625,0.4984375,,,0.2046875,0.5640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_52,0.2234375,0.496875,,,0.3015625,0.56328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_42,0.4046875,0.4984375,,,0.46953125,0.56171875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_45,0.4890625,0.496875,,,0.56171875,0.5640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_17,0.5671875,0.49375,,,0.63984375,0.56484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_18,0.64375,0.4953125,,,0.725,0.55859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_20,0.725,0.496875,,,0.796875,0.5625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_19,0.796875,0.49375,,,0.8703125,0.5609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_24,0.35625,0.615625,,,0.425,0.6859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_27,0.465625,0.6171875,,,0.52890625,0.6859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_25,0.571875,0.6171875,,,0.63515625,0.68125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_29,0.6265625,0.7359375,,,0.6890625,0.803125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_23,0.7328125,0.7359375,,,0.80390625,0.80078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_22,0.1453125,0.615625,,,0.20703125,0.68359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_40,0.296875,0.8609375,,,0.39296875,0.92890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_39,0.409375,0.8625,,,0.4953125,0.928125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_38,0.5203125,0.865625,,,0.5953125,0.91875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_37,0.6234375,0.8640625,,,0.7046875,0.921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/laundry-symbols-clothing-tag_292102_jpg.rf.cea64bbd0842d088b29879c6d113c5ed.jpg,ER_36,0.1984375,0.865625,,,0.2765625,0.9203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.c72859df845debb852bedbbe8d335141.jpg,ER_5,0.3953125,0.6765625,,,0.47890625,0.72421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.c72859df845debb852bedbbe8d335141.jpg,ER_18,0.4828125,0.6703125,,,0.56796875,0.728125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.c72859df845debb852bedbbe8d335141.jpg,ER_27,0.56875,0.6625,,,0.653125,0.7203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.c72859df845debb852bedbbe8d335141.jpg,ER_38,0.6625,0.6640625,,,0.75859375,0.7140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/143_jpg.rf.c72859df845debb852bedbbe8d335141.jpg,ER_42,0.759375,0.65625,,,0.83125,0.70859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,hand_wash,0.2984375,0.1171875,,,0.4766609375,0.2940921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,machine_wash_normal,0.51875,0.175,,,0.6828125,0.292090625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,DN_wash,0.7328125,0.15,,,0.8904296875,0.28759843749999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,50C,0.3015625,0.3625,,,0.468653125,0.46435624999999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,40C,0.509375,0.353125,,,0.6922859375,0.47314531249999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,30C,0.721875,0.359375,,,0.906153125,0.47216874999999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,30C,0.0828125,0.51875,,,0.2657234375,0.645215625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,40C,0.3,0.528125,,,0.4699703125,0.6355953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,50C,0.5125,0.525,,,0.6938484375,0.638965625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,60C,0.7296875,0.5328125,,,0.8986812499999999,0.63149375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,70C,0.084375,0.715625,,,0.26430625,0.8340328124999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,machine_wash_normal,0.2984375,0.7140625,,,0.4766609375,0.83154375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,DN_wash,0.5046875,0.7140625,,,0.692090625,0.835840625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/eqwr_jpg.rf.cd018ccff27a32ef116638cb3ce2faaa.jpg,iron,0.7046875,0.7328125,,,0.9283203125,0.8295406249999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d1712d09d548af108294fbf719d38703.jpg,ER_5,0.3140625,0.69375,,,0.39453125,0.7375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d1712d09d548af108294fbf719d38703.jpg,ER_18,0.4,0.6875,,,0.47265625,0.7328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d1712d09d548af108294fbf719d38703.jpg,ER_39,0.484375,0.68125,,,0.55625,0.72109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d1712d09d548af108294fbf719d38703.jpg,ER_42,0.5640625,0.671875,,,0.62109375,0.7109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d1712d09d548af108294fbf719d38703.jpg,ER_27,0.63125,0.65625,,,0.6921875,0.70625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-501619464-612x612_jpeg.rf.d2679b49a0a6c137a02340a5c66b8dc9.jpg,hand_wash,0.453125,0.534375,,,0.5262203125,0.6262203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1387462228-612x612_jpeg.rf.d1e2226538201c07ee2a70412a5d0fe5.jpg,40C,0.3765625,0.346875,,,0.4559578125,0.40478593749999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1387462228-612x612_jpeg.rf.d1e2226538201c07ee2a70412a5d0fe5.jpg,iron_low,0.45,0.3703125,,,0.5251953125,0.42788125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1387462228-612x612_jpeg.rf.d1e2226538201c07ee2a70412a5d0fe5.jpg,DN_bleach,0.5296875,0.39375,,,0.60185625,0.453515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1387462228-612x612_jpeg.rf.d1e2226538201c07ee2a70412a5d0fe5.jpg,DN_dry_clean,0.6046875,0.409375,,,0.67524375,0.48466875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/145_jpg.rf.d54c72093e1bf9713b9a42022b4347d2.jpg,ER_21,0.3953125,0.378125,,,0.5000484375,0.4407234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/145_jpg.rf.d54c72093e1bf9713b9a42022b4347d2.jpg,ER_25,0.49375,0.375,,,0.5826171875,0.4421390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/145_jpg.rf.d54c72093e1bf9713b9a42022b4347d2.jpg,ER_37,0.5859375,0.3765625,,,0.6637703125,0.435840625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/89_jpg.rf.cea95af162d63ebcd61cd0d4e6a4fb6a.jpg,ER_52,0.628125,0.2125,,,0.7140625,0.2762203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/89_jpg.rf.cea95af162d63ebcd61cd0d4e6a4fb6a.jpg,ER_37,0.51875,0.21875,,,0.625,0.274609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/89_jpg.rf.cea95af162d63ebcd61cd0d4e6a4fb6a.jpg,ER_25,0.4359375,0.2171875,,,0.5142578125,0.279590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/89_jpg.rf.cea95af162d63ebcd61cd0d4e6a4fb6a.jpg,ER_18,0.35,0.221875,,,0.4314453125,0.2720703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/89_jpg.rf.cea95af162d63ebcd61cd0d4e6a4fb6a.jpg,ER_5,0.24375,0.2203125,,,0.34873125,0.2813484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d188e57c957fa1fdd38c31a0bdcdc2b7.jpg,ER_5,0.3125,0.690625,,,0.39663125,0.7392578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d188e57c957fa1fdd38c31a0bdcdc2b7.jpg,ER_18,0.4,0.6875,,,0.47334062499999996,0.7314453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d188e57c957fa1fdd38c31a0bdcdc2b7.jpg,ER_39,0.4828125,0.6765625,,,0.5580078125,0.7262703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d188e57c957fa1fdd38c31a0bdcdc2b7.jpg,ER_42,0.5640625,0.671875,,,0.6218265625,0.70966875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/114_jpg.rf.d188e57c957fa1fdd38c31a0bdcdc2b7.jpg,ER_27,0.63125,0.6546875,,,0.6923828125,0.7060546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.d298cdb12bfd694998e9ac8c9b99a97b.jpg,30C,0.0703125,0.1296875,,,0.20805625,0.25346718749999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.d298cdb12bfd694998e9ac8c9b99a97b.jpg,DN_bleach,0.2546875,0.1328125,,,0.3845703125,0.23720781249999998,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.d298cdb12bfd694998e9ac8c9b99a97b.jpg,iron_medium,0.625,0.1390625,,,0.750390625,0.2371578125,,
